super_editor__bookmark_use_cases_d20f31f6.docx	12
super_editor__broken_complex_list_293fda86.docx	18
super_editor__broken_list_7e9b9bf7.docx	8
super_editor__broken_list_missing_items_36b4199e.docx	11
super_editor__comment_23ee5ec1.docx	1
super_editor__complex_list_def_issue_326369f9.docx	28
super_editor__complex_list_def_short_export_8fa15950.docx	3
super_editor__complex_list_def_short_fde20a67.docx	3
super_editor__complex2_dbba7f05.docx	3
super_editor__complexexport1_69441ab1.docx	3
super_editor__contract_acc_bbd983a0.docx	19
super_editor__custom_list_numbering1_7eb9fda4.docx	7
super_editor__custom_list1_77f82bd7.docx	5
super_editor__diff_after_10f1912e.docx	21
super_editor__diff_after10_ac257741.docx	1
super_editor__diff_after11_1d5b767f.docx	3
super_editor__diff_after16_2a48697a.docx	14
super_editor__diff_after19_79c6b379.docx	3
super_editor__diff_after2_fc1e0763.docx	4
super_editor__diff_after3_3f4fb6e8.docx	1
super_editor__diff_after4_471fa40f.docx	1
super_editor__diff_after5_9fb9d5b4.docx	1
super_editor__diff_after6_5f9799d0.docx	1
super_editor__diff_after7_b998213e.docx	15
super_editor__diff_after8_58e5c288.docx	2
super_editor__diff_after9_a9d4b4b0.docx	1
super_editor__diff_before_019353a2.docx	21
super_editor__diff_before10_2f84ca55.docx	1
super_editor__diff_before11_1b953eaf.docx	1
super_editor__diff_before16_f518c031.docx	14
super_editor__diff_before19_97e0f4e6.docx	2
super_editor__diff_before2_ca0c6859.docx	4
super_editor__diff_before3_19d22832.docx	1
super_editor__diff_before4_2fed8609.docx	1
super_editor__diff_before5_a5f60578.docx	1
super_editor__diff_before6_7c6912cb.docx	1
super_editor__diff_before7_5bad2542.docx	13
super_editor__diff_before8_ba5faa9e.docx	2
super_editor__diff_before9_9818a85f.docx	1
super_editor__doc_with_graphs_diagrams_rotated_ef2e2f98.docx	1
super_editor__doc_with_spaces_from_styles_734ca26f.docx	3
super_editor__doc_with_spacing_e3d47bd7.docx	22
super_editor__dropcaps_520cd049.docx	9
super_editor__exported_list_font_8e6db734.docx	1
super_editor__exporttest_68b3b898.docx	6
super_editor__features_redlines_comments_annotation_769ed131.docx	7
super_editor__fields_attrs1_83837249.docx	1
super_editor__fields_attrs2_fonts_ebd792fb.docx	1
super_editor__fields_test_4a8ffd8c.docx	4
super_editor__font_formatting_runs_8be3565a.docx	44
super_editor__gdocs_comments_export_4c0bfa04.docx	2
super_editor__gdocs_single_comment_ac5db87f.docx	1
super_editor__gdocs_tracked_changes_3c1de315.docx	5
super_editor__Google_Docs_Originated_comments___TCs_76ac865d.docx	9
super_editor__h_f_normal_5d2a8d96.docx	110
super_editor__h_f_normal_odd_even_b572e46d.docx	110
super_editor__h_f_normal_odd_even_firstpg_9b210d9a.docx	110
super_editor__h_f_normal_odd_even_unchecked_first_p_817ad6e9.docx	110
super_editor__header_alternating_odd_even_11e01996.docx	98
super_editor__heading_font_46041620.docx	4
super_editor__Hello_docx_world_12f11074.docx	1
super_editor__hummingbird_c5e5ac81.docx	2
super_editor__hyperlink_exported_2a01ff3f.docx	ERROR:Microsoft Word got an error: AppleEvent timed out.
super_editor__hyperlink_multiple_runs_0138c312.docx	1
super_editor__hyperlink_node_52b7695b.docx	2
super_editor__hyperlink_node_internal_1c0232f9.docx	3
super_editor__image_doc_c7d007ac.docx	1
super_editor__image_inline_and_block_ad6109b3.docx	1
super_editor__image_out_of_folder_19763c1d.docx	6
super_editor__image_p_spacing_9b211fd7.docx	6
super_editor__instrtext_angled_brackets_bug_ed56f1fe.docx	1
super_editor__invalid_list_def_fallback_d7f55451.docx	7
super_editor__invalid_underline_f8a536dd.docx	BAD:missing value
super_editor__line_break_627a7159.docx	7
super_editor__line_space_table_9b1ee54b.docx	4
super_editor__list_def_mix_d7cec092.docx	8
super_editor__list_numbering_reimport_d788d573.docx	4
super_editor__list_spacer1_06383c66.docx	4
super_editor__list_with_break_exported_broken_45f7bd19.docx	3
super_editor__list_with_break_from_word_5cc0d638.docx	8
super_editor__list_with_indents_efc7d4f5.docx	5
super_editor__list_with_table_break_ff0c4c1f.docx	18
super_editor__lists_sub_paragraph_31ff3fed.docx	2
super_editor__listWithSpacerNodes_cf53e890.docx	9
super_editor__longer_header_sign_area_7c80b525.docx	3
super_editor__missing_sectpr_967a402d.docx	1
super_editor__missing_separator_41c823b9.docx	5
super_editor__msword_tracked_changes_4794adc4.docx	4
super_editor__multi_section_doc_080d2655.docx	11
super_editor__multiple_nodes_in_list_79d915a2.docx	4
super_editor__nested_comments_84f214bb.docx	1
super_editor__nested_comments_gdocs_0c8668e1.docx	1
super_editor__numwords_393421eb.docx	7
super_editor__ooxml_bold_rstyle_linked_combos_demo_90819822.docx	36
super_editor__ooxml_bold_vals_demo_9e688d8f.docx	15
super_editor__ooxml_color_rstyle_linked_combos_demo_23e43bed.docx	39
super_editor__ooxml_highlight_rstyle_linked_combos__eb448e21.docx	41
super_editor__ooxml_italic_rstyle_combos_demo_90894ac1.docx	29
super_editor__ooxml_rFonts_rstyle_linked_combos_dem_213298de.docx	39
super_editor__ooxml_size_rstyle_linked_combos_demo_017c9552.docx	32
super_editor__ooxml_strike_rstyle_linked_combos_dem_b8167cd3.docx	30
super_editor__ooxml_underline_rstyle_linked_combos__a40afe78.docx	48
super_editor__orderedlist_interrupted1_a3cd0dd3.docx	5
super_editor__page_numbering_examples_13edaf84.docx	20
super_editor__pagination_blank_2a98ed7a.docx	1
super_editor__pagination_with_hard_break_8ce8c157.docx	3
super_editor__paragraph_indent_normal_styles_85fe82d8.docx	3
super_editor__paragraph_pPr_variations_a7653eb1.docx	27
super_editor__paragraph_sectpr_breaks_b57c7a5b.docx	BAD:missing value
super_editor__paragraph_spacing_missing_de418c38.docx	3
super_editor__pci_table_dc840852.docx	68
super_editor__pre_separated_list_bd330d28.docx	9
super_editor__python_docx_comment_test_501f21cb.docx	3
super_editor__restart_numbering_sub_list_85ddcb79.docx	8
super_editor__sd_1480_two_col_index_0138dccc.docx	5
super_editor__sd_1480_two_col_tab_positions_00953280.docx	6
super_editor__sd_1494_table_left_indent_03277d35.docx	21
super_editor__sd_1494_table_left_indent_11bb24c7.docx	21
super_editor__sd_1495_auto_page_break_2_f0f3bf0e.docx	7
super_editor__sd_1495_auto_page_break_854a2dd9.docx	6
super_editor__sd_1707_list_enter_track_changes_with_fd93fd8b.docx	3
super_editor__sd_1919_word_mixed_33e049ca.docx	7
super_editor__sd_1919_word_simple_e3a4a818.docx	7
super_editor__sd_1919_word_table_74726d6c.docx	21
super_editor__sd_2534_collab_export_f3c7fdf7.docx	1
super_editor__sd_2766_pirates_tracked_changes_3285d875.docx	35
super_editor__SD_978_remove_table_borders_47f7ede7.docx	7
super_editor__sdpr_8cc15994.docx	41
super_editor__sdpr_titleonly_b0796676.docx	3
super_editor__sdt_node_comment_ec887683.docx	2
super_editor__sdt_test_60079f08.docx	9
super_editor__sdts_basic_45263ca5.docx	7
super_editor__shape_group_ce60e1e6.docx	25
super_editor__simple_ordered_list_8288421a.docx	18
super_editor__sublist_issue_66a1800a.docx	11
super_editor__super_basic_table_86d8d916.docx	18
super_editor__superdoc_hyperlink_cases_1dde9cd3.docx	12
super_editor__superdoc_table_tester_3b2de2e1.docx	47
super_editor__tab_alignment_test_184edb5d.docx	13
super_editor__tab_test_576c8317.docx	4
super_editor__table_autofit_colspan_1fd7723c.docx	68
super_editor__table_c70ca973.docx	34
super_editor__table_merged_cells_9c349334.docx	10
super_editor__table_width_issue_20b01504.docx	44
super_editor__table_widths_SD_732_12074135.docx	114
super_editor__text_color_highlight_36cb4c90.docx	2
super_editor__threaded_comment_27bda0ba.docx	3
super_editor__two_column_two_page_0b8a37c5.docx	150
super_editor__two_column_two_page_arial_6d5ca9a5.docx	150
super_editor__vrect_node_c8e51f22.docx	15
super_editor__wmf_emf_44a469b8.docx	3
super_editor__WordOriginatedComments_c146be65.docx	5
__SCREEN_DONE__	0
