relative_path,sha256,bytes
super-editor/SD-978-remove-table-borders.docx,c2d49e9edef3a02d99bca2d3ebb23915c9ee3d1f9083ba8693633001bae30817,13845
super-editor/WordOriginatedComments.docx,f782ae23ecb0e21ba464df954db5f861774a2089c6682347071c1f56e104a4bf,18233
super-editor/advanced-text.docx,3539cf24044e459a8ee7a22fc5c15e6dd79f6894a88d62b10773fc451b0695d8,40000
super-editor/alternateContent_valid.docx,8df6dfa8d7b6563889a88d2a4602001f68e2b4a21d257c173357759911036164,37009
super-editor/anchor_images.docx,accec0538a167ce6845069962c6a187e86a22ce73d45a1a26795cfeaca3a4010,26587
super-editor/annot2.docx,6d773ca294d801fdc90b3de0991ea6eb04a860e1b16333c29d63b93958c966a2,15151
super-editor/annotations_import_2.docx,c5f3d78ca6f53194605280526fa7ed58a2a54260a67faaf4d0567afe409d9d82,82120
super-editor/base-custom.docx,7098537b0d6b68c41ced552f6ccecf780595a06dda898cbd7f4a7f7b571e144e,15443
super-editor/base-ordered.docx,ee61fb4ab3e66529a14df8abc4b3e9b9c1bd4c08d613062df927b606998d011f,14706
super-editor/basic-comment.docx,f529133cd5ff5128ac1f8d66a06094eaf050f4a430ac839835ee151266cee291,17488
super-editor/basic-footnotes.docx,199cb211b57215664082e0678ebf75a853cd99648468474b1ec353f468e07424,17152
super-editor/basic-list.docx,9b9fce74d99253e66707cf7da0fab65b4816cad355a4248bb7198464b02002b0,15140
super-editor/basic-page-nums.docx,301e30282020b00675b4e4eb1a7abf66a2b5d43579109b7ad8e90a15e5b9a937,17396
super-editor/basic-paragraph.docx,ef1e1c68e9e0528520ea2c0d5c847f41e4b4b4bd0c5e792c130db639120c80c0,13285
super-editor/basic-resolved-comment.docx,08286ffbfb7924b6ec91305f25af6e20205e9a3769c0313ba02fb29a579455a1,17842
super-editor/basic-table-shading.docx,5fa01813d3e774758918c880bd1228e72a47d2a3ea575403007127afb07dee59,14120
super-editor/basic-tracked-change.docx,8c7f16e573739e2c134a0469209d1318a7b2c5d08be928558cb150a729b811b4,14385
super-editor/blank-doc.docx,d678cb42753c82a6f1df9348ca1319e4f95f493416dae3bafe153decc73609a2,13208
super-editor/bookmark_use_cases.docx,7962b06671cee07c1347a70a558069bc14ae082efeb03f4323976cf12d8426f9,36992
super-editor/broken-complex-list.docx,563331c6f3b8c03c1358f0fca614c8f6b4efa103bdb9c12b51f1db6b9856b111,103856
super-editor/broken-list-missing-items.docx,2ba392cdd2be220809b9a3504ced86e12c7accd1cdd66c2ce177a36afcdc1a79,31106
super-editor/broken-list.docx,97b2e714de4fceed31d3ff478a1e14b571c97472317c85ad28a205df5d68a387,73117
super-editor/comment.docx,b389f55091c9e482ad04f75d2bb5b151c96be01b8e21a33cc0517a0fa14b9e9c,17198
super-editor/complex-list-def-issue.docx,ea7427b18a5e6bda048738840dfaee9ed4dc8c9af7d76383732c729a6bceb663,104692
super-editor/complex-list-def-short-export.docx,8e672e0a485c711211b04ca082d2386bb80af99b1f7005b036c53e4feec6cabe,299563
super-editor/complex-list-def-short.docx,7c87c9cd93c88ca11c7788d3bc244e3f243c59ed9772a766485862d80629eef7,103745
super-editor/complex2.docx,5d17fd43a91266e7ba75f66695597b7cf134a26ee2e7c49775434361e230f1b0,299595
super-editor/complexexport1.docx,310c03f39c0059814b79e7dea1774520624c3004a8148484f74f27e94ef89eb3,299563
super-editor/contract-acc.docx,c498e8c52cb8292c37a830891dcaf8f516d71eb18eed5497b29a8fcb5386d966,30557
super-editor/custom-list-numbering1.docx,ab859711f47ed2a8f9bae127c135cb049ca1f655f451b4dde78075ec018a1a1c,31794
super-editor/custom-list1.docx,498a050671aff2d96b0ad3239cb1c2d638875865dd9349496e9224729c95150b,35387
super-editor/diffing/diff_after.docx,4ba01802a7ed0f4c9f81a4eb59b608cbd823e5016e72d3581e88b614ad3d7cc0,14739
super-editor/diffing/diff_after10.docx,42d59beb402055904f56f64ae48a7b932161c33629db06c311a0b3960e8bca09,13306
super-editor/diffing/diff_after11.docx,a0e6a09304c1db2a072fa7106be65e1dde5896f480fc438fe72d1ea855c5507f,17790
super-editor/diffing/diff_after16.docx,3e50084c2ea1a424fa8ebcccfd81d78e39448254062d0470bcc99b1590668fbc,15124
super-editor/diffing/diff_after19.docx,22ccb1b200cec58f7b7b80a8e5869416c519f2a87926d88d149837e630a195bd,24017
super-editor/diffing/diff_after2.docx,dd6dbfb284c422592d1047b14e0cef01dc01ea19f7666cafcdd7a3385b2aa244,13481
super-editor/diffing/diff_after3.docx,c51843a182f2aee3f50acd610d71fc0a6487b95cfd10bd0d40da1dd8c065a390,13380
super-editor/diffing/diff_after4.docx,23fb8655986c7fdc1f9c07faa303b7400a476f4e0e4d1d4131a83d4ef0deea9c,13345
super-editor/diffing/diff_after5.docx,26ce1d6300d1631394e5b24d8caf49249f6b4a5ba2b8aab6fe6d1a43a1bb2742,13330
super-editor/diffing/diff_after6.docx,2e416103255657d6fdf49df68b856302c0475b6d44bc438941699273826e5165,24121
super-editor/diffing/diff_after7.docx,3cf30932708e2ca0d2f765cb2af8b422ef51874652f9fc9f20b1d466c55bfaef,14189
super-editor/diffing/diff_after8.docx,735c372b415f07fb249fbbe6ca2d642009e070efa960a0f7ffce55a93e71f8b0,17887
super-editor/diffing/diff_after9.docx,75aeff4f58e78b972d5488a44aadd2c4c0704dd55013fba6dab164aca3716683,13316
super-editor/diffing/diff_before.docx,b5a6dd6c66630be8a2de973240ff1f9ac5cec40bd479d8e2e1554e4a02c58021,14281
super-editor/diffing/diff_before10.docx,2ad2fc5ab0bc3ede598b706bd43613a1e540c37814214560b639180db724889a,13267
super-editor/diffing/diff_before11.docx,84f5fb598b0b3f898e73d55ab86b54d6be32a7a43403e494351ac9e091051357,17684
super-editor/diffing/diff_before16.docx,d6a1c42901f10eecc87585890c73b40398759b15e99245061a83962f96f245a5,14678
super-editor/diffing/diff_before19.docx,0e08fd6d802fbc1c938a1b13e07e0131be9e0d4766bc9479d8eb5bca76f93230,13327
super-editor/diffing/diff_before2.docx,1e1f1ad5830a1fe218013c8a3c72305fa6fdff0315058c66bc92a73e363e8bac,13404
super-editor/diffing/diff_before3.docx,1eb80036eeadda8cfb7a60ee3f09683ea2ec2d87af017f4c748933672979d120,13370
super-editor/diffing/diff_before4.docx,f102bb2f46f80d85accb9693c8fdeacc816c33a4f552c6f2eda8a34b50a76a1c,13370
super-editor/diffing/diff_before5.docx,f102bb2f46f80d85accb9693c8fdeacc816c33a4f552c6f2eda8a34b50a76a1c,13370
super-editor/diffing/diff_before6.docx,436055d33f7b1929c415a593c61d1c2f6cbba3a2bea3aa09e1c3c733afe45f3b,13422
super-editor/diffing/diff_before7.docx,43dd6753e6b87e17052d40edfd1167b53baeece3e12b9f7301ec43f119b7b9fb,13831
super-editor/diffing/diff_before8.docx,e70f1134ddb017e5973f3615fa108aed06c327c5d1a71796c531174782f9a888,17648
super-editor/diffing/diff_before9.docx,f6e1c253ffb6a68b7629b65d004e5c647599aec51e88990bed3fe00083063870,13281
super-editor/doc-with-graphs-diagrams-rotated.docx,0e1d01ec7dbad1d3dd92c26b6f0ee0e257af9ff6231536da17701c91d4144e2f,172608
super-editor/doc_with_spaces_from_styles.docx,8a553b35e4ebd5ffc3ba371a714ccfded53d16a1dd2e4c677e0219371af7fe19,13885
super-editor/doc_with_spacing.docx,de3c6fded9b7463d915e5f2246457a00dd242764ead8aa39dabe0d5846485a6b,14113
super-editor/dropcaps.docx,e8d299e041bd520a1335feea0d2bef2bc9c6c82cda6b600588b8962e72f865a7,2473458
super-editor/exported-list-font.docx,1de41232b37f9541a6f1e3aa8e69ba47bfbd1d70521710ad024c4d1f11984cfb,13550
super-editor/exporttest.docx,8fb278cb36c2a437dbae75013e516cd2cf30ff6aff3a69bf0e12a310977b940b,14016
super-editor/features-redlines-comments-annotations-and-more.docx,59e262115ff272fefb3faae6448a1eb2a4397f4b5e15d5e806080ad4f4e54f5e,88498
super-editor/fields-test.docx,c1023db5c5473c0721f7f7d707c99fcb235e77c4c28b4e3e25052959690a2026,18240
super-editor/fields_attrs1.docx,f71a12ee2385b78622d89217a7b68910d45673263f8c207def76cf19333b4ffd,75644
super-editor/fields_attrs2_fonts.docx,8db63962d9b0203bba5c557244349b75b9fa0743253ab161d9cb33cf483924d3,75757
super-editor/font-formatting-runs.docx,5c207ef36163d75545bb797b6e124c1664deb4f7e690045c16e2adbe1625801a,39829
super-editor/gdocs-comments-export.docx,a0738533be8803c151b6b7c4ed4b01fc95568e638c3d23cf0ba527cd6e5a0290,7553
super-editor/gdocs-single-comment.docx,d5a56cdeb36f45c6c2ba42505eef5fcf33c9c1602ab7fb838fcac2306a6aa1e2,7550
super-editor/gdocs-tracked-changes.docx,bc78614a2283fda73f7e866e3dae35cd0ad41bf27a9d52717f62e83dec8cf9d0,6625
super-editor/h_f-normal-odd-even-firstpg.docx,279abea8cedb38590129a5c105044195e0d7615aed38b8a317eebe18c328772c,33387
super-editor/h_f-normal-odd-even-unchecked-first-pg-unchecked.docx,4b0729d2679cc4ebffd546387854d662a4c50186188a44fe9a9ea907e6d35c59,31070
super-editor/h_f-normal-odd-even.docx,b992bfc6eb79bea1ae282f032465b84b814e31edc5a773df7c6ef32cd604404f,32553
super-editor/h_f-normal.docx,e451997662b34f0004686ef0229c3d1c7522c0bd10b752e229f74d8d4f4ce82e,30256
super-editor/header-alternating-odd-even.docx,837d45926d7fa474fd64c82d537f34d7c958f3f73baeb460dcc26862134eeba0,18452
super-editor/heading-font.docx,b27c7b34e9853c8fee3d17df58ee76a8a94a21410f2ea1bdc89c08eb046b326e,13565
super-editor/hummingbird.docx,bf50ee8ac4df4b54fd074a18c2620c7582850213bb174348402fdd4d2ffc122e,171054
super-editor/hyperlink_multiple_runs.docx,049a31589633f0e73cec78dde1886f318bcfd977cadc94c0564a3ea0dd1182b9,38584
super-editor/hyperlink_node.docx,2dc3e97d2a512c30464b5f0f3868c278afb606fa9e85763a7002c0ddbda43c8a,13688
super-editor/hyperlink_node_internal.docx,c620f64d24282a04fade7d01074d81da53c0f3d81ac9c1700932dc70fde5eb86,13762
super-editor/image-inline-and-block.docx,1dfdc7d8ecbfd355562079155e44ba9c288d8884409939622a9ee4f93fdd159f,902917
super-editor/image_doc.docx,058cd936dededfbe957ad5a5d310ee26accda4de60ca7132e50555dc2d039cf9,1038062
super-editor/image_p_spacing.docx,de8054b3bc43bb9b35922fd4df7c0de3db4d2173115a983974a01102e3bcefef,98264
super-editor/instrtext-angled-brackets-bug.docx,420a528aa0503af1724a82e97bd006d87e1f72b7c22e7d6dab4033f7a3d3ba4c,36536
super-editor/invalid-list-def-fallback.docx,178804f5ceb6bb1c9741127763429513768fef87b9bb679824350761c6fabbd6,23496
super-editor/line-break.docx,9c7f21c23e33641dbd497f5120c680da775d7713cfeb642fba59511db8fce0c2,14342
super-editor/line_space_table.docx,902a69f0e494604996062bb55b2d8baaf57c0217da48c2fa2f5c3d57ce20b364,3788620
super-editor/list-def-mix.docx,5e5fa9b5fb5c33f725179bd3b3d9a3d920678d1ab42b4820dcccf2a371dac69f,18532
super-editor/list-numbering-reimport.docx,ad4350030267581b1b67fc47ad94807e822dae76bd954f4fea96e5ba1d7b1825,86625
super-editor/list-spacer1.docx,ca44eef66256b57486d67ec491f35294e58e4378a9e9f2e5cdd044b8401092ee,23377
super-editor/list-with-break-exported-broken.docx,7692b33045f0cd2b3283e32da394a8324f559c76298d82e8a00dc662f5463bec,75307
super-editor/list-with-break-from-word.docx,ddfa313a5f12b1360bf3b073edd36c5db2bd117b945a4b17f851bc37d1975559,14727
super-editor/list-with-table-break.docx,a24b3782e456876695bf3971e4cd4a61a3a9ec1b978265d46a4e26505bf4d3fe,14268
super-editor/listWithSpacerNodes.docx,98bc895b4bd6a77731971c4eb9947df691ca6640fb7e99809ac82b57be9f8023,15825
super-editor/list_with_indents.docx,36c5050fbaaad478552e3ca977e9eb771be6d78cfe3eff2d27a082568f90e994,14875
super-editor/lists-sub-paragraph.docx,5aa178b931a6ba54ab413f9c4d7ac41c096899f9eb2461b3b72430e74b583ce4,14495
super-editor/longer-header-sign-area.docx,972dc076c123b287776ed75bdaf21d5aec8cf2d11555c49a6a2641ed7757f83e,16455
super-editor/missing-sectpr.docx,0a1badc3330c202f8f2426014bd27e50ffde042f5344ef49355ceca7f21cd5fa,2307
super-editor/missing-separator.docx,8ee210e92701a39d7034cab45a22e9632d0189c48fbaf3adcbeb742229bf77a7,16428
super-editor/msword-tracked-changes.docx,5add12cb1b949bb8b9a68dbc05c99545082e1d57c3ce08dcf45f4854ef9b234f,14405
super-editor/multi_section_doc.docx,d776ad9be7aa0ec6633c208e512fd6fe5b1b3608159a42c6be01804217ba7e6b,26782
super-editor/multiple-nodes-in-list.docx,1c5bd81defbfd18a82f5fc7a51092b2e3a5389b7db7f8b566b1e077658a67bd6,13798
super-editor/nested-comments-gdocs.docx,d03da97287bea1f595e41f80843f88e509fec5a0996ddbe09f710c7de590cdeb,7986
super-editor/nested-comments.docx,2b6c7be6bd7c59810f8f68cc18c2335ccd5400e7147c703bc5ba5531f6a0a2e4,23421
super-editor/numwords.docx,18eb110b3bca58c9fe4ac8a61b1079374dd89fb65b2acf5d8400d92774f3954b,15364
super-editor/ooxml-bold-rstyle-linked-combos-demo.docx,a04e2d2749b0c44d0f42f1af8d8a8207b998f00d729e138c60881bcc41f89dea,37566
super-editor/ooxml-bold-vals-demo.docx,668fe0a73548bca3d20404934711b92aba33d8abc5d5f389258673aaa1091e64,26840
super-editor/ooxml-color-rstyle-linked-combos-demo.docx,d72fd741386d8fe1499dbe1237c5e1fa8f05b62aa77b3132950cebea2efba09b,36144
super-editor/ooxml-highlight-rstyle-linked-combos-demo.docx,fd68f70f24767e6fb42a188e13e000d895a938bde9bbeb9c31d481a4ea0c2d66,37545
super-editor/ooxml-italic-rstyle-combos-demo.docx,ba54aaab827184fdbc8ccf2880a993db7a18db94863479c5a3768c4ff1c86ae4,27390
super-editor/ooxml-rFonts-rstyle-linked-combos-demo.docx,ba54c6632c1728b621fa520489b7938cb2e993499e5e3d21af6953dac2540565,37980
super-editor/ooxml-size-rstyle-linked-combos-demo.docx,6ca202588b9a9801d09ea4ac84af05f383564ddb87a290bf951d0320ce92c13e,37454
super-editor/ooxml-strike-rstyle-linked-combos-demo.docx,5b421850d596d54cc451652dfff637147604277626e77c6a81efd420e91cff5b,37440
super-editor/ooxml-underline-rstyle-linked-combos-demo.docx,7e685cbab1edaee6cf92d80262169acaee2032d18eab90a5309f2d8d510f9e59,37789
super-editor/orderedlist_interrupted1.docx,1bdbf15f5a24d7c488a6bf5d7fbaf45284acc347659087a986cd2b90b055525e,14874
super-editor/page-numbering-examples.docx,82348eef4bd7c9a74c050e11e43ba6b4f47f5520814d2e59b5e2c4deb0d2d7d7,37405
super-editor/pagination-blank.docx,2f23773d63e4595e17602f9aaa73f012a2c27b7f6bbdd756760735782f40dc5d,6386
super-editor/pagination-with-hard-break.docx,bd7b6b2bd00381c9aa35696d3881b2d927bc0cb439f752ea99a88474393e6739,16033
super-editor/paragraph_indent_normal_styles.docx,8ab3f01cddd3c413340dbed54297802cd2173f40728b9f06b682fa44fbdb4722,3904850
super-editor/paragraph_pPr_variations.docx,f62e209c7c171b1598bf53784a5c8aa497b797e3bfe9871b2b10b73cf57ef666,37270
super-editor/paragraph_spacing_missing.docx,bcc7379f64274492029f1e17bd864c6e093885c5f9ded397ebe9955b7aac37aa,13500
super-editor/pci-table.docx,a5903a7c150da9ccd93cf0d9141c17061f61dbd4b0a8dbf084b7bc54eb14d675,18135
super-editor/pre-separated-list.docx,92589c3e37ea32b60a7c97fc22f30a430eabf4e04ecdd841f94484687e8a301a,13870
super-editor/python_docx_comment_test.docx,382497a0a81a199ad75c37787671eba054fc0f65938810987afe25367f8a087d,37219
super-editor/restart-numbering-sub-list.docx,3d8acd6139a51d71b55e1cebf8834c3c616c14a2bf925e38bf105b4ec961ca6f,13651
super-editor/sd-1480-two-col-index.docx,76827c9f6c5cbf4f95eb008ca73d2a92d0d6fb868120e22456b439a74f867d9a,13702
super-editor/sd-1480-two-col-tab-positions.docx,2936af445900002a9ba4dd3d8084cc682f6c469c43b854fd90e3e645c78ca08b,13660
super-editor/sd-1494-table-left-indent.docx,ced58cbf5479ff418119a39376b5b523d082b479f3176c0adffdd826ed21a929,13818
super-editor/sd-1495-auto-page-break-2.docx,45f61cfd4f99b069a4d644f3d911f6091864ee9816eaf8cd46fcc1730454660d,14111
super-editor/sd-1495-auto-page-break.docx,9c1fb4747e714e40493a82f7e4597d3e410fbdab8ea06c87eef2c6cf6f533649,13924
super-editor/sd-1707-list-enter-track-changes-with-br.docx,f4e1903ff324fa47c7d3ec696dd75e3a599e4a0af2d88b743f7d48a00034af35,7979
super-editor/sd-1919-word-mixed.docx,25f07e082335a5348afa52a97927f9f15238cd1c38ee9ca55fb221881f162594,13936
super-editor/sd-1919-word-simple.docx,159d00085d03fecd22fb895a71eeecc78bca95585bfb633b48a5393ab5ed0ab7,13851
super-editor/sd-1919-word-table.docx,f49b3b0ec226b1bf79fa14efdb7569a9f68d3d5925a31d533736eef42bd985c1,14136
super-editor/sd-2534-collab-export.docx,18d1a4ad4676b8eac9b100227a9325390049b6c7da330fc5ec3e39764a6991ca,38773
super-editor/sd-2766-pirates-tracked-changes.docx,2c0c942234d5766cb5bbe66f7a2a39e18e7c58616da06f1f1d77404211f9a994,21613
super-editor/sd_1494_table_left_indent.docx,ced58cbf5479ff418119a39376b5b523d082b479f3176c0adffdd826ed21a929,13818
super-editor/sdpr-titleonly.docx,9332d3001f952c02739070c3b4f6aff0f13af698bf9937a0f27964ee950efd42,17765
super-editor/sdpr.docx,3b639ef236c7bd2a5ebdd6dea1655e69aad72f2db5297cc4e3b64939889dca68,21073
super-editor/sdt-node-comment.docx,52dab5bc1c452aa287e862aae3430fb1936040df22a950190a4a88d93976f49a,17722
super-editor/sdt_test.docx,7367931dbfe3771a53495aea77c2a17305d4785fae807ac41df0454cc3226974,26730
super-editor/sdts-basic.docx,89b44c96a733d0add43c2ecaf85083027433450020b1b1866b14d7964d69b298,12510
super-editor/shape_group.docx,a21c45464c02e6ff014a1b0a951488548dd8841321aa1c3e087be51c343e4c62,7187
super-editor/simple-ordered-list.docx,14211b982bacf715eba71bb4665d7b745d68922ba3882180a2117b5acf337924,15007
super-editor/sublist-issue.docx,9e9d83978bc49d8d5b81e23d764b2a9f27a88d411df825150aa0e3765462b161,39360
super-editor/super-basic-table.docx,b3028f2d5bda28ff14e2587a0c5a3f2fe6b1af0e54d890b0d578681a61eb4a44,13912
super-editor/superdoc-hyperlink-cases.docx,7a48682ea5cadd6f0befd0a29fc0e2ae4eaede3b01920f9fb204b4a064315e37,2582
super-editor/superdoc_table_tester.docx,dcf7dd476f102386b3b5de0d2aa79b34800476a194ad75bc13a3c48602cc1615,27593
super-editor/tab-alignment-test.docx,9ef2a93274657b68d770fb411b1a1a531c6986507668a9bcf7d1d6e68f6d8dd0,2424
super-editor/tab_test.docx,37f61a9c2673eeb958ca537e719f0bf87a93a7f3d51bef63c9ab7bc546d141e1,36708
super-editor/table-autofit-colspan.docx,a5903a7c150da9ccd93cf0d9141c17061f61dbd4b0a8dbf084b7bc54eb14d675,18135
super-editor/table-merged-cells.docx,501bf3d47bb2701f6fe0908cf6ee55e4ac4dc4b7d598d7ecbeb70b3839a185ce,13600
super-editor/table-width-issue.docx,ab064d648224ba72f54724754c111d7be7e1cf3a49ed0c7646b8977e3a7b99ec,20678
super-editor/table-widths-SD-732.docx,01d1b3da75407df2ec7030f781c68f542cff7d6785c7c7d1fcfa474f56c88303,29176
super-editor/table.docx,906753e55b666766c7c005a7b134272eaa0d5563fb9e9345b8fb1750147e14f2,14760
super-editor/text-color-highlight.docx,3faf9e000d9d31c500f446e0986965118bcb9cd03e1739243f4fb6b24c3f207b,18263
super-editor/threaded-comment.docx,9f6091a4acb46fd48d2ecccf39c7c6589ef05f809613c7ec0691f8eced701484,17707
super-editor/two_column_two_page-arial.docx,776a437291fbdd2cbb1e57ce6cecdf61c9b64338a26d1c69456f4ad1d411480d,28755
super-editor/two_column_two_page.docx,9586202517924f614956275ca36797ab7431fc3b5e6c29328949e3db3c373468,28127
super-editor/vrect-node.docx,7b076416b0851459c1f293be0936cd30fd52078877bd34b75cc781fdc3e851f8,110498
super-editor/wmf-emf.docx,0f23eb6c941d711305198f7313ba626a8c629a813653e51963a9807938087152,108110
